timeframe,group,category,year,metric,value,segment,state,region,aggregation,states_included
mid-year,hunt,45-54,2011,participants,14992,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2012,participants,14747,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2013,participants,14143,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2014,participants,14858,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2015,participants,15899,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2016,participants,16307,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2010,participants,12063,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2011,participants,12427,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2012,participants,12534,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2013,participants,12495,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2014,participants,13183,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2015,participants,14737,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2016,participants,15593,age,GA,Southeast,NONE,NA
mid-year,hunt,all,2015,participants - recruited,24316,all,GA,Southeast,NONE,NA
mid-year,hunt,all,2016,participants - recruited,24165,all,GA,Southeast,NONE,NA
mid-year,hunt,resident,2015,participants - recruited,12636,residency,GA,Southeast,NONE,NA
mid-year,hunt,resident,2016,participants - recruited,12506,residency,GA,Southeast,NONE,NA
mid-year,hunt,nonresident,2015,participants - recruited,11680,residency,GA,Southeast,NONE,NA
mid-year,hunt,nonresident,2016,participants - recruited,11659,residency,GA,Southeast,NONE,NA
mid-year,hunt,male,2015,participants - recruited,19490,gender,GA,Southeast,NONE,NA
mid-year,hunt,male,2016,participants - recruited,19274,gender,GA,Southeast,NONE,NA
mid-year,hunt,female,2015,participants - recruited,4826,gender,GA,Southeast,NONE,NA
mid-year,hunt,female,2016,participants - recruited,4891,gender,GA,Southeast,NONE,NA
mid-year,hunt,18-24,2015,participants - recruited,3722,age,GA,Southeast,NONE,NA
mid-year,hunt,18-24,2016,participants - recruited,3824,age,GA,Southeast,NONE,NA
mid-year,hunt,25-34,2015,participants - recruited,6079,age,GA,Southeast,NONE,NA
mid-year,hunt,25-34,2016,participants - recruited,6120,age,GA,Southeast,NONE,NA
mid-year,hunt,35-44,2015,participants - recruited,5249,age,GA,Southeast,NONE,NA
mid-year,hunt,35-44,2016,participants - recruited,5130,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2015,participants - recruited,4996,age,GA,Southeast,NONE,NA
mid-year,hunt,45-54,2016,participants - recruited,4896,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2015,participants - recruited,4269,age,GA,Southeast,NONE,NA
mid-year,hunt,55-64,2016,participants - recruited,4195,age,GA,Southeast,NONE,NA
mid-year,fish,all,2010,participants,294651,all,GA,Southeast,NONE,NA
mid-year,fish,all,2011,participants,295917,all,GA,Southeast,NONE,NA
mid-year,fish,all,2012,participants,300354,all,GA,Southeast,NONE,NA
mid-year,fish,all,2013,participants,296100,all,GA,Southeast,NONE,NA
mid-year,fish,all,2014,participants,310927,all,GA,Southeast,NONE,NA
mid-year,fish,all,2015,participants,309110,all,GA,Southeast,NONE,NA
mid-year,fish,all,2016,participants,330731,all,GA,Southeast,NONE,NA
mid-year,fish,resident,2010,participants,268271,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2011,participants,271045,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2012,participants,274295,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2013,participants,270569,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2014,participants,283934,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2015,participants,280924,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2016,participants,301442,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2010,participants,26380,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2011,participants,24872,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2012,participants,26059,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2013,participants,25531,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2014,participants,26993,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2015,participants,28186,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2016,participants,29289,residency,GA,Southeast,NONE,NA
mid-year,fish,male,2010,participants,228390,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2011,participants,228033,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2012,participants,229987,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2013,participants,226257,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2014,participants,235066,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2015,participants,233967,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2016,participants,248725,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2010,participants,66261,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2011,participants,67884,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2012,participants,70367,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2013,participants,69843,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2014,participants,75861,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2015,participants,75143,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2016,participants,82006,gender,GA,Southeast,NONE,NA
mid-year,fish,18-24,2010,participants,36033,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2011,participants,37224,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2012,participants,39679,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2013,participants,39722,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2014,participants,42554,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2015,participants,40814,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2016,participants,43724,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2010,participants,60184,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2011,participants,61686,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2012,participants,63007,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2013,participants,62125,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2014,participants,65851,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2015,participants,65868,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2016,participants,70395,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2010,participants,69535,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2011,participants,68533,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2012,participants,68514,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2013,participants,65752,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2014,participants,68433,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2015,participants,66727,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2016,participants,70702,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2010,participants,72793,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2011,participants,72258,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2012,participants,72462,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2013,participants,70831,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2014,participants,73592,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2015,participants,73619,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2016,participants,78239,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2010,participants,56106,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2011,participants,56216,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2012,participants,56693,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2013,participants,57671,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2014,participants,60496,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2015,participants,62083,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2016,participants,67672,age,GA,Southeast,NONE,NA
mid-year,fish,all,2015,participants - recruited,92954,all,GA,Southeast,NONE,NA
mid-year,fish,all,2016,participants - recruited,98491,all,GA,Southeast,NONE,NA
mid-year,fish,resident,2015,participants - recruited,75689,residency,GA,Southeast,NONE,NA
mid-year,fish,resident,2016,participants - recruited,80583,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2015,participants - recruited,17265,residency,GA,Southeast,NONE,NA
mid-year,fish,nonresident,2016,participants - recruited,17908,residency,GA,Southeast,NONE,NA
mid-year,fish,male,2015,participants - recruited,63071,gender,GA,Southeast,NONE,NA
mid-year,fish,male,2016,participants - recruited,66119,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2015,participants - recruited,29883,gender,GA,Southeast,NONE,NA
mid-year,fish,female,2016,participants - recruited,32372,gender,GA,Southeast,NONE,NA
mid-year,fish,18-24,2015,participants - recruited,18317,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2016,participants - recruited,19274,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2015,participants - recruited,23601,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2016,participants - recruited,24923,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2015,participants - recruited,19539,age,GA,Southeast,NONE,NA
mid-year,fish,35-44,2016,participants - recruited,20895,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2015,participants - recruited,18169,age,GA,Southeast,NONE,NA
mid-year,fish,45-54,2016,participants - recruited,18897,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2015,participants - recruited,13327,age,GA,Southeast,NONE,NA
mid-year,fish,55-64,2016,participants - recruited,14502,age,GA,Southeast,NONE,NA
mid-year,all_sports,all,2010,participants,300127,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2011,participants,300519,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2012,participants,304533,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2013,participants,300680,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2014,participants,315439,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2015,participants,313366,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2016,participants,334459,all,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2010,participants,273011,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2011,participants,274889,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2012,participants,278402,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2013,participants,275128,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2014,participants,288397,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2015,participants,285078,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2016,participants,305130,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2010,participants,27116,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2011,participants,25630,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2012,participants,26131,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2013,participants,25552,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2014,participants,27042,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2015,participants,28288,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2016,participants,29329,residency,GA,Southeast,NONE,NA
mid-year,all_sports,male,2010,participants,233634,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2011,participants,232413,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2012,participants,233913,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2013,participants,230538,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2014,participants,239291,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2015,participants,237954,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2016,participants,252228,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2010,participants,66493,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2011,participants,68106,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2012,participants,70620,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2013,participants,70142,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2014,participants,76148,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2015,participants,75412,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2016,participants,82231,gender,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2010,participants,36829,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2011,participants,37927,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2012,participants,40342,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2013,participants,40547,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2014,participants,43299,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2015,participants,41533,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2016,participants,44366,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2010,participants,61532,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2011,participants,62881,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2012,participants,64207,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2013,participants,63439,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2014,participants,67223,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2015,participants,67065,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2016,participants,71501,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2010,participants,70843,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2011,participants,69555,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2012,participants,69429,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2013,participants,66802,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2014,participants,69470,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2015,participants,67650,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2016,participants,71504,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2010,participants,73925,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2011,participants,73188,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2012,participants,73233,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2013,participants,71599,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2014,participants,74355,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2015,participants,74415,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2016,participants,78905,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2010,participants,56998,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2011,participants,56968,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2012,participants,57323,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2013,participants,58294,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2014,participants,61091,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2015,participants,62704,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participants,68184,age,GA,Southeast,NONE,NA
mid-year,all_sports,all,2015,participants - recruited,89565,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2016,participants - recruited,95099,all,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2015,participants - recruited,72345,residency,GA,Southeast,NONE,NA
mid-year,all_sports,resident,2016,participants - recruited,77253,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2015,participants - recruited,17220,residency,GA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2016,participants - recruited,17846,residency,GA,Southeast,NONE,NA
mid-year,all_sports,male,2015,participants - recruited,60048,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2016,participants - recruited,63156,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2015,participants - recruited,29517,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2016,participants - recruited,31943,gender,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2015,participants - recruited,17614,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2016,participants - recruited,18515,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2015,participants - recruited,22720,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2016,participants - recruited,24035,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2015,participants - recruited,18781,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2016,participants - recruited,20195,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2015,participants - recruited,17504,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2016,participants - recruited,18273,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2015,participants - recruited,12945,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participants - recruited,14081,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2010,participation rate,0.03518371109745087,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2011,participation rate,0.03594763675702343,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2012,participation rate,0.037512030476109445,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2013,participation rate,0.03724792150729962,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2014,participation rate,0.03929224568150244,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2015,participation rate,0.03723719930622028,age,GA,Southeast,NONE,NA
mid-year,all_sports,18-24,2016,participation rate,0.03973055984624594,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2010,participation rate,0.04160799944692703,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2011,participation rate,0.04271816861017957,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2012,participation rate,0.04345352740764058,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2013,participation rate,0.04272026288320735,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2014,participation rate,0.04489113093123911,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2015,participation rate,0.04407900023938232,age,GA,Southeast,NONE,NA
mid-year,all_sports,25-34,2016,participation rate,0.04645453688821387,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2010,participation rate,0.04436183343532816,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2011,participation rate,0.04418965898308282,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2012,participation rate,0.044365157223672416,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2013,participation rate,0.04316180523675634,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2014,participation rate,0.045020836356096106,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2015,participation rate,0.043800452417875696,age,GA,Southeast,NONE,NA
mid-year,all_sports,35-44,2016,participation rate,0.04652179353568264,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2010,participation rate,0.04866100249603948,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2011,participation rate,0.04773960014554157,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2012,participation rate,0.04729526333972779,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2013,participation rate,0.046135855055886056,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2014,participation rate,0.047716398829072394,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2015,participation rate,0.047291584577183965,age,GA,Southeast,NONE,NA
mid-year,all_sports,45-54,2016,participation rate,0.05012552820841201,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2010,participation rate,0.049435730762984104,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2011,participation rate,0.04812772640520481,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2012,participation rate,0.046947047817440836,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2013,participation rate,0.04678948194362164,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2014,participation rate,0.04784134123944002,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2015,participation rate,0.047719307989312926,age,GA,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participation rate,0.050905632143076994,age,GA,Southeast,NONE,NA
mid-year,all_sports,all,2010,participation rate,0.044106168561162735,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2011,participation rate,0.04402560174145751,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2012,participation rate,0.04417701699067923,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2013,participation rate,0.04342570270407444,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2014,participation rate,0.04518154701413817,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2015,participation rate,0.044298452230114686,all,GA,Southeast,NONE,NA
mid-year,all_sports,all,2016,participation rate,0.0470358240279857,all,GA,Southeast,NONE,NA
mid-year,all_sports,female,2010,participation rate,0.020019604666336652,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2011,participation rate,0.020438934184816147,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2012,participation rate,0.020925335963635543,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2013,participation rate,0.020671286913719434,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2014,participation rate,0.022246733479483336,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2015,participation rate,0.02178129311779647,gender,GA,Southeast,NONE,NA
mid-year,all_sports,female,2016,participation rate,0.023532621430469147,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2010,participation rate,0.06909305136619141,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2011,participation rate,0.0684981848845158,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2012,participation rate,0.0683102282905744,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2013,participation rate,0.06706247283388161,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2014,participation rate,0.06903750716791851,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2015,participation rate,0.06772242847347727,gender,GA,Southeast,NONE,NA
mid-year,all_sports,male,2016,participation rate,0.07155881028631798,gender,GA,Southeast,NONE,NA
mid-year,fish,18-24,2010,participation rate,0.03442022538429157,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2011,participation rate,0.03528079844623236,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2012,participation rate,0.036860010339061465,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2013,participation rate,0.036424763020950456,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2014,participation rate,0.03856255205794209,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2015,participation rate,0.03654027225915819,age,GA,Southeast,NONE,NA
mid-year,fish,18-24,2016,participation rate,0.03911046407580567,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2010,participation rate,0.04070482736855299,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2011,participation rate,0.04193904658644255,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2012,participation rate,0.04257348200276926,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2013,participation rate,0.04175913016960812,age,GA,Southeast,NONE,NA
mid-year,fish,25-34,2014,participation rate,0.04389564786602716,age,GA,Southeast,NONE,NA
