timeframe,group,category,year,metric,value,segment,state,region,aggregation,states_included
mid-year,hunt,all,2015,participants - recruited,4785,all,IA,Midwest,NONE,NA
mid-year,hunt,all,2016,participants - recruited,4851,all,IA,Midwest,NONE,NA
mid-year,hunt,all,2017,participants - recruited,4681,all,IA,Midwest,NONE,NA
mid-year,hunt,all,2018,participants - recruited,4489,all,IA,Midwest,NONE,NA
mid-year,hunt,resident,2014,participants - recruited,2385,residency,IA,Midwest,NONE,NA
mid-year,hunt,resident,2015,participants - recruited,2301,residency,IA,Midwest,NONE,NA
mid-year,hunt,resident,2016,participants - recruited,2333,residency,IA,Midwest,NONE,NA
mid-year,hunt,resident,2017,participants - recruited,2026,residency,IA,Midwest,NONE,NA
mid-year,hunt,resident,2018,participants - recruited,1860,residency,IA,Midwest,NONE,NA
mid-year,hunt,nonresident,2014,participants - recruited,2174,residency,IA,Midwest,NONE,NA
mid-year,hunt,nonresident,2015,participants - recruited,2484,residency,IA,Midwest,NONE,NA
mid-year,hunt,nonresident,2016,participants - recruited,2518,residency,IA,Midwest,NONE,NA
mid-year,hunt,nonresident,2017,participants - recruited,2655,residency,IA,Midwest,NONE,NA
mid-year,hunt,nonresident,2018,participants - recruited,2629,residency,IA,Midwest,NONE,NA
mid-year,hunt,male,2014,participants - recruited,4033,gender,IA,Midwest,NONE,NA
mid-year,hunt,male,2015,participants - recruited,4240,gender,IA,Midwest,NONE,NA
mid-year,hunt,male,2016,participants - recruited,4271,gender,IA,Midwest,NONE,NA
mid-year,hunt,male,2017,participants - recruited,4209,gender,IA,Midwest,NONE,NA
mid-year,hunt,male,2018,participants - recruited,3969,gender,IA,Midwest,NONE,NA
mid-year,hunt,female,2014,participants - recruited,526,gender,IA,Midwest,NONE,NA
mid-year,hunt,female,2015,participants - recruited,545,gender,IA,Midwest,NONE,NA
mid-year,hunt,female,2016,participants - recruited,580,gender,IA,Midwest,NONE,NA
mid-year,hunt,female,2017,participants - recruited,472,gender,IA,Midwest,NONE,NA
mid-year,hunt,female,2018,participants - recruited,520,gender,IA,Midwest,NONE,NA
mid-year,hunt,18-24,2014,participants - recruited,558,age,IA,Midwest,NONE,NA
mid-year,hunt,18-24,2015,participants - recruited,591,age,IA,Midwest,NONE,NA
mid-year,hunt,18-24,2016,participants - recruited,543,age,IA,Midwest,NONE,NA
mid-year,hunt,18-24,2017,participants - recruited,464,age,IA,Midwest,NONE,NA
mid-year,hunt,18-24,2018,participants - recruited,523,age,IA,Midwest,NONE,NA
mid-year,hunt,25-34,2014,participants - recruited,1085,age,IA,Midwest,NONE,NA
mid-year,hunt,25-34,2015,participants - recruited,1057,age,IA,Midwest,NONE,NA
mid-year,hunt,25-34,2016,participants - recruited,1093,age,IA,Midwest,NONE,NA
mid-year,hunt,25-34,2017,participants - recruited,1002,age,IA,Midwest,NONE,NA
mid-year,hunt,25-34,2018,participants - recruited,951,age,IA,Midwest,NONE,NA
mid-year,hunt,35-44,2014,participants - recruited,1038,age,IA,Midwest,NONE,NA
mid-year,hunt,35-44,2015,participants - recruited,1043,age,IA,Midwest,NONE,NA
mid-year,hunt,35-44,2016,participants - recruited,1010,age,IA,Midwest,NONE,NA
mid-year,hunt,35-44,2017,participants - recruited,1074,age,IA,Midwest,NONE,NA
mid-year,hunt,35-44,2018,participants - recruited,1008,age,IA,Midwest,NONE,NA
mid-year,hunt,45-54,2014,participants - recruited,1046,age,IA,Midwest,NONE,NA
mid-year,hunt,45-54,2015,participants - recruited,1129,age,IA,Midwest,NONE,NA
mid-year,hunt,45-54,2016,participants - recruited,1176,age,IA,Midwest,NONE,NA
mid-year,hunt,45-54,2017,participants - recruited,1128,age,IA,Midwest,NONE,NA
mid-year,hunt,45-54,2018,participants - recruited,1079,age,IA,Midwest,NONE,NA
mid-year,hunt,55-64,2014,participants - recruited,832,age,IA,Midwest,NONE,NA
mid-year,hunt,55-64,2015,participants - recruited,965,age,IA,Midwest,NONE,NA
mid-year,hunt,55-64,2016,participants - recruited,1028,age,IA,Midwest,NONE,NA
mid-year,hunt,55-64,2017,participants - recruited,1013,age,IA,Midwest,NONE,NA
mid-year,hunt,55-64,2018,participants - recruited,928,age,IA,Midwest,NONE,NA
mid-year,fish,all,2010,participants,240736,all,IA,Midwest,NONE,NA
mid-year,fish,all,2011,participants,229198,all,IA,Midwest,NONE,NA
mid-year,fish,all,2012,participants,265513,all,IA,Midwest,NONE,NA
mid-year,fish,all,2013,participants,221158,all,IA,Midwest,NONE,NA
mid-year,fish,all,2014,participants,236593,all,IA,Midwest,NONE,NA
mid-year,fish,all,2015,participants,244095,all,IA,Midwest,NONE,NA
mid-year,fish,all,2016,participants,251123,all,IA,Midwest,NONE,NA
mid-year,fish,all,2017,participants,242681,all,IA,Midwest,NONE,NA
mid-year,fish,all,2018,participants,217111,all,IA,Midwest,NONE,NA
mid-year,fish,resident,2010,participants,240735,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2011,participants,229197,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2012,participants,265512,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2013,participants,221155,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2014,participants,236583,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2015,participants,244082,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2016,participants,251110,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2017,participants,242671,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2018,participants,217104,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2010,participants,1,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2011,participants,1,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2012,participants,1,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2013,participants,3,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2014,participants,10,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2015,participants,13,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2016,participants,13,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2017,participants,10,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2018,participants,7,residency,IA,Midwest,NONE,NA
mid-year,fish,male,2010,participants,185981,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2011,participants,177966,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2012,participants,201122,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2013,participants,172364,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2014,participants,180933,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2015,participants,185686,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2016,participants,188690,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2017,participants,181616,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2018,participants,165963,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2010,participants,54755,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2011,participants,51232,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2012,participants,64391,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2013,participants,48794,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2014,participants,55660,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2015,participants,58409,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2016,participants,62433,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2017,participants,61065,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2018,participants,51148,gender,IA,Midwest,NONE,NA
mid-year,fish,18-24,2010,participants,36496,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2011,participants,35520,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2012,participants,43461,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2013,participants,36889,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2014,participants,39458,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2015,participants,40033,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2016,participants,40404,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2017,participants,37890,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2018,participants,32587,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2010,participants,53770,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2011,participants,51146,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2012,participants,59878,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2013,participants,49759,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2014,participants,54110,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2015,participants,56e3,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2016,participants,57638,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2017,participants,54828,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2018,participants,48217,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2010,participants,50937,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2011,participants,48043,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2012,participants,55213,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2013,participants,45387,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2014,participants,48784,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2015,participants,50452,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2016,participants,52465,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2017,participants,52401,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2018,participants,47630,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2010,participants,55819,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2011,participants,52004,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2012,participants,58335,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2013,participants,47101,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2014,participants,48794,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2015,participants,49314,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2016,participants,50160,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2017,participants,47633,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2018,participants,42331,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2010,participants,43714,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2011,participants,42485,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2012,participants,48626,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2013,participants,42022,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2014,participants,45447,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2015,participants,48296,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2016,participants,50455,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2017,participants,49928,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2018,participants,46345,age,IA,Midwest,NONE,NA
mid-year,fish,all,2014,participants - recruited,32350,all,IA,Midwest,NONE,NA
mid-year,fish,all,2015,participants - recruited,33573,all,IA,Midwest,NONE,NA
mid-year,fish,all,2016,participants - recruited,35463,all,IA,Midwest,NONE,NA
mid-year,fish,all,2017,participants - recruited,31943,all,IA,Midwest,NONE,NA
mid-year,fish,all,2018,participants - recruited,24528,all,IA,Midwest,NONE,NA
mid-year,fish,resident,2014,participants - recruited,32344,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2015,participants - recruited,33572,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2016,participants - recruited,35461,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2017,participants - recruited,31941,residency,IA,Midwest,NONE,NA
mid-year,fish,resident,2018,participants - recruited,24528,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2014,participants - recruited,6,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2015,participants - recruited,1,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2016,participants - recruited,2,residency,IA,Midwest,NONE,NA
mid-year,fish,nonresident,2017,participants - recruited,2,residency,IA,Midwest,NONE,NA
mid-year,fish,male,2014,participants - recruited,19081,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2015,participants - recruited,19752,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2016,participants - recruited,20726,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2017,participants - recruited,18474,gender,IA,Midwest,NONE,NA
mid-year,fish,male,2018,participants - recruited,14797,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2014,participants - recruited,13269,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2015,participants - recruited,13821,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2016,participants - recruited,14737,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2017,participants - recruited,13469,gender,IA,Midwest,NONE,NA
mid-year,fish,female,2018,participants - recruited,9731,gender,IA,Midwest,NONE,NA
mid-year,fish,18-24,2014,participants - recruited,9786,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2015,participants - recruited,9632,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2016,participants - recruited,9414,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2017,participants - recruited,8244,age,IA,Midwest,NONE,NA
mid-year,fish,18-24,2018,participants - recruited,6272,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2014,participants - recruited,8549,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2015,participants - recruited,9005,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2016,participants - recruited,9201,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2017,participants - recruited,8046,age,IA,Midwest,NONE,NA
mid-year,fish,25-34,2018,participants - recruited,6184,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2014,participants - recruited,5741,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2015,participants - recruited,6073,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2016,participants - recruited,6748,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2017,participants - recruited,6316,age,IA,Midwest,NONE,NA
mid-year,fish,35-44,2018,participants - recruited,4926,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2014,participants - recruited,4627,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2015,participants - recruited,4742,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2016,participants - recruited,5413,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2017,participants - recruited,4841,age,IA,Midwest,NONE,NA
mid-year,fish,45-54,2018,participants - recruited,3652,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2014,participants - recruited,3647,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2015,participants - recruited,4121,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2016,participants - recruited,4686,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2017,participants - recruited,4495,age,IA,Midwest,NONE,NA
mid-year,fish,55-64,2018,participants - recruited,3493,age,IA,Midwest,NONE,NA
mid-year,all_sports,all,2010,participants,267072,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2011,participants,254392,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2012,participants,289522,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2013,participants,244452,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2014,participants,255168,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2015,participants,260432,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2016,participants,270420,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2017,participants,259842,all,IA,Midwest,NONE,NA
mid-year,all_sports,all,2018,participants,233799,all,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2010,participants,256831,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2011,participants,244986,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2012,participants,280025,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2013,participants,235403,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2014,participants,246603,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2015,participants,251105,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2016,participants,260930,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2017,participants,250131,residency,IA,Midwest,NONE,NA
mid-year,all_sports,resident,2018,participants,223670,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2010,participants,10241,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2011,participants,9406,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2012,participants,9497,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2013,participants,9049,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2014,participants,8565,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2015,participants,9327,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2016,participants,9490,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2017,participants,9711,residency,IA,Midwest,NONE,NA
mid-year,all_sports,nonresident,2018,participants,10129,residency,IA,Midwest,NONE,NA
mid-year,all_sports,male,2010,participants,211257,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2011,participants,202119,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2012,participants,224060,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2013,participants,194592,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2014,participants,198506,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2015,participants,201090,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2016,participants,206897,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2017,participants,197810,gender,IA,Midwest,NONE,NA
mid-year,all_sports,male,2018,participants,181669,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2010,participants,55815,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2011,participants,52273,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2012,participants,65462,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2013,participants,49860,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2014,participants,56662,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2015,participants,59342,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2016,participants,63523,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2017,participants,62032,gender,IA,Midwest,NONE,NA
mid-year,all_sports,female,2018,participants,52130,gender,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2010,participants,38872,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2011,participants,37911,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2012,participants,45717,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2013,participants,39182,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2014,participants,41371,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2015,participants,41754,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2016,participants,42357,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2017,participants,39618,age,IA,Midwest,NONE,NA
mid-year,all_sports,18-24,2018,participants,34436,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2010,participants,58865,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2011,participants,56095,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2012,participants,64444,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2013,participants,54304,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2014,participants,57584,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2015,participants,58752,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2016,participants,61052,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2017,participants,57884,age,IA,Midwest,NONE,NA
mid-year,all_sports,25-34,2018,participants,51231,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2010,participants,57404,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2011,participants,53929,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2012,participants,60833,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2013,participants,50611,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2014,participants,52942,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2015,participants,53929,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2016,participants,56466,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2017,participants,55920,age,IA,Midwest,NONE,NA
mid-year,all_sports,35-44,2018,participants,51048,age,IA,Midwest,NONE,NA
