timeframe,group,segment,year,category,metric,value
mid-year,all_sports,Age,2014,18-24,participants,43299
mid-year,all_sports,Age,2015,18-24,participants,41533
mid-year,all_sports,Age,2016,18-24,participants,44366
mid-year,all_sports,Age,2010,25-34,participants,61532
mid-year,all_sports,Age,2011,25-34,participants,62881
mid-year,all_sports,Age,2012,25-34,participants,64207
mid-year,all_sports,Age,2013,25-34,participants,63439
mid-year,all_sports,Age,2014,25-34,participants,67223
mid-year,all_sports,Age,2015,25-34,participants,67065
mid-year,all_sports,Age,2016,25-34,participants,71501
mid-year,all_sports,Age,2010,35-44,participants,70843
mid-year,all_sports,Age,2011,35-44,participants,69555
mid-year,all_sports,Age,2012,35-44,participants,69429
mid-year,all_sports,Age,2013,35-44,participants,66802
mid-year,all_sports,Age,2014,35-44,participants,69470
mid-year,all_sports,Age,2015,35-44,participants,67650
mid-year,all_sports,Age,2016,35-44,participants,71504
mid-year,all_sports,Age,2010,45-54,participants,73925
mid-year,all_sports,Age,2011,45-54,participants,73188
mid-year,all_sports,Age,2012,45-54,participants,73233
mid-year,all_sports,Age,2013,45-54,participants,71599
mid-year,all_sports,Age,2014,45-54,participants,74355
mid-year,all_sports,Age,2015,45-54,participants,74415
mid-year,all_sports,Age,2016,45-54,participants,78905
mid-year,all_sports,Age,2010,55-64,participants,56998
mid-year,all_sports,Age,2011,55-64,participants,56968
mid-year,all_sports,Age,2012,55-64,participants,57323
mid-year,all_sports,Age,2013,55-64,participants,58294
mid-year,all_sports,Age,2014,55-64,participants,61091
mid-year,all_sports,Age,2015,55-64,participants,62704
mid-year,all_sports,Age,2016,55-64,participants,68184
mid-year,all_sports,All,2015,All,recruits,89565
mid-year,all_sports,All,2016,All,recruits,95099
mid-year,all_sports,Residency,2015,Resident,recruits,72345
mid-year,all_sports,Residency,2016,Resident,recruits,77253
mid-year,all_sports,Residency,2015,Nonresident,recruits,17220
mid-year,all_sports,Residency,2016,Nonresident,recruits,17846
mid-year,all_sports,Gender,2015,Male,recruits,60048
mid-year,all_sports,Gender,2016,Male,recruits,63156
mid-year,all_sports,Gender,2015,Female,recruits,29517
mid-year,all_sports,Gender,2016,Female,recruits,31943
mid-year,all_sports,Age,2015,18-24,recruits,17614
mid-year,all_sports,Age,2016,18-24,recruits,18515
mid-year,all_sports,Age,2015,25-34,recruits,22720
mid-year,all_sports,Age,2016,25-34,recruits,24035
mid-year,all_sports,Age,2015,35-44,recruits,18781
mid-year,all_sports,Age,2016,35-44,recruits,20195
mid-year,all_sports,Age,2015,45-54,recruits,17504
mid-year,all_sports,Age,2016,45-54,recruits,18273
mid-year,all_sports,Age,2015,55-64,recruits,12945
mid-year,all_sports,Age,2016,55-64,recruits,14081
