timeframe,group,segment,category,year,metric,value,state,region,aggregation,states_included
full-year,hunt,age,35-44,2013,churn,0.19287943712638206,IA,Midwest,NONE,NA
full-year,hunt,age,35-44,2014,churn,0.1818428773226122,IA,Midwest,NONE,NA
full-year,hunt,age,35-44,2015,churn,0.18087079877782627,IA,Midwest,NONE,NA
full-year,hunt,age,35-44,2016,churn,0.1806682249415647,IA,Midwest,NONE,NA
full-year,hunt,age,35-44,2017,churn,0.18226083107397775,IA,Midwest,NONE,NA
full-year,hunt,age,35-44,2018,churn,0.18549457844655898,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2010,churn,0.1928209563820586,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2011,churn,0.1856737710553455,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2012,churn,0.1751897722732721,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2013,churn,0.19133370849746761,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2014,churn,0.17275419545903256,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2015,churn,0.17220110449688014,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2016,churn,0.17791292128025588,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2017,churn,0.17766459253311923,IA,Midwest,NONE,NA
full-year,hunt,age,45-54,2018,churn,0.18084689532666337,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2010,churn,0.18964763213794827,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2011,churn,0.18232484076433123,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2012,churn,0.1690421548496195,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2013,churn,0.18344374743507066,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2014,churn,0.16349521363530237,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2015,churn,0.16064869751935357,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2016,churn,0.16653548649748948,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2017,churn,0.17530349216535643,IA,Midwest,NONE,NA
full-year,hunt,age,55-64,2018,churn,0.16963089944822413,IA,Midwest,NONE,NA
full-year,fish,all,all,2009,participants,308910,IA,Midwest,NONE,NA
full-year,fish,all,all,2010,participants,286396,IA,Midwest,NONE,NA
full-year,fish,all,all,2011,participants,284724,IA,Midwest,NONE,NA
full-year,fish,all,all,2012,participants,304376,IA,Midwest,NONE,NA
full-year,fish,all,all,2013,participants,286524,IA,Midwest,NONE,NA
full-year,fish,all,all,2014,participants,289354,IA,Midwest,NONE,NA
full-year,fish,all,all,2015,participants,299677,IA,Midwest,NONE,NA
full-year,fish,all,all,2016,participants,304852,IA,Midwest,NONE,NA
full-year,fish,all,all,2017,participants,298236,IA,Midwest,NONE,NA
full-year,fish,all,all,2018,participants,268209,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2009,participants,308909,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2010,participants,286395,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2011,participants,284723,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2012,participants,304375,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2013,participants,286519,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2014,participants,289341,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2015,participants,299662,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2016,participants,304839,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2017,participants,298225,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2018,participants,268199,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2009,participants,1,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2010,participants,1,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2011,participants,1,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2012,participants,1,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2013,participants,5,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2014,participants,13,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2015,participants,15,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2016,participants,13,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2017,participants,11,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2018,participants,10,IA,Midwest,NONE,NA
full-year,fish,gender,male,2009,participants,234836,IA,Midwest,NONE,NA
full-year,fish,gender,male,2010,participants,219613,IA,Midwest,NONE,NA
full-year,fish,gender,male,2011,participants,218180,IA,Midwest,NONE,NA
full-year,fish,gender,male,2012,participants,229636,IA,Midwest,NONE,NA
full-year,fish,gender,male,2013,participants,219010,IA,Midwest,NONE,NA
full-year,fish,gender,male,2014,participants,218808,IA,Midwest,NONE,NA
full-year,fish,gender,male,2015,participants,225368,IA,Midwest,NONE,NA
full-year,fish,gender,male,2016,participants,227043,IA,Midwest,NONE,NA
full-year,fish,gender,male,2017,participants,221374,IA,Midwest,NONE,NA
full-year,fish,gender,male,2018,participants,202860,IA,Midwest,NONE,NA
full-year,fish,gender,female,2009,participants,74074,IA,Midwest,NONE,NA
full-year,fish,gender,female,2010,participants,66783,IA,Midwest,NONE,NA
full-year,fish,gender,female,2011,participants,66544,IA,Midwest,NONE,NA
full-year,fish,gender,female,2012,participants,74740,IA,Midwest,NONE,NA
full-year,fish,gender,female,2013,participants,67514,IA,Midwest,NONE,NA
full-year,fish,gender,female,2014,participants,70546,IA,Midwest,NONE,NA
full-year,fish,gender,female,2015,participants,74309,IA,Midwest,NONE,NA
full-year,fish,gender,female,2016,participants,77809,IA,Midwest,NONE,NA
full-year,fish,gender,female,2017,participants,76862,IA,Midwest,NONE,NA
full-year,fish,gender,female,2018,participants,65349,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2009,participants,47139,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2010,participants,43285,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2011,participants,43776,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2012,participants,49318,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2013,participants,46872,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2014,participants,47199,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2015,participants,47965,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2016,participants,47638,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2017,participants,45539,IA,Midwest,NONE,NA
full-year,fish,age,18-24,2018,participants,39301,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2009,participants,68896,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2010,participants,64032,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2011,participants,63967,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2012,participants,68925,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2013,participants,64853,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2014,participants,66005,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2015,participants,68673,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2016,participants,69835,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2017,participants,67104,IA,Midwest,NONE,NA
full-year,fish,age,25-34,2018,participants,59357,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2009,participants,68383,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2010,participants,61202,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2011,participants,60365,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2012,participants,63666,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2013,participants,59889,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2014,participants,60569,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2015,participants,63107,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2016,participants,65070,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2017,participants,65417,IA,Midwest,NONE,NA
full-year,fish,age,35-44,2018,participants,60100,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2009,participants,72307,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2010,participants,66398,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2011,participants,64717,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2012,participants,66981,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2013,participants,61460,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2014,participants,60375,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2015,participants,61256,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2016,participants,61571,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2017,participants,59438,IA,Midwest,NONE,NA
full-year,fish,age,45-54,2018,participants,52937,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2009,participants,52184,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2010,participants,51479,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2011,participants,51899,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2012,participants,55486,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2013,participants,53450,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2014,participants,55205,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2015,participants,58676,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2016,participants,60737,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2017,participants,60736,IA,Midwest,NONE,NA
full-year,fish,age,55-64,2018,participants,56515,IA,Midwest,NONE,NA
full-year,fish,all,all,2014,participants - recruited,45413,IA,Midwest,NONE,NA
full-year,fish,all,all,2015,participants - recruited,48194,IA,Midwest,NONE,NA
full-year,fish,all,all,2016,participants - recruited,49997,IA,Midwest,NONE,NA
full-year,fish,all,all,2017,participants - recruited,46187,IA,Midwest,NONE,NA
full-year,fish,all,all,2018,participants - recruited,36067,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2014,participants - recruited,45406,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2015,participants - recruited,48193,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2016,participants - recruited,49995,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2017,participants - recruited,46184,IA,Midwest,NONE,NA
full-year,fish,residency,resident,2018,participants - recruited,36066,IA,Midwest,NONE,NA
full-year,fish,residency,nonresident,2014,participants - recruited,7,IA,Midwest,NONE,NA
