timeframe,group,segment,category,year,metric,value,state,region,aggregation,states_included
full-year,hunt,age,18-24,2016,participants - recruited,12476,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2015,participants - recruited,17354,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2016,participants - recruited,17574,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2015,participants - recruited,14765,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2016,participants - recruited,14469,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2015,participants - recruited,13663,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2016,participants - recruited,13428,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2015,participants - recruited,10667,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2016,participants - recruited,10478,GA,Southeast,NONE,NA
full-year,hunt,all,all,2011,churn,0.38610891198074393,GA,Southeast,NONE,NA
full-year,hunt,all,all,2012,churn,0.3882085215138466,GA,Southeast,NONE,NA
full-year,hunt,all,all,2013,churn,0.3797781641753372,GA,Southeast,NONE,NA
full-year,hunt,all,all,2014,churn,0.37589252065147644,GA,Southeast,NONE,NA
full-year,hunt,all,all,2015,churn,0.36430185663388154,GA,Southeast,NONE,NA
full-year,hunt,all,all,2016,churn,0.3586029907710531,GA,Southeast,NONE,NA
full-year,hunt,residency,resident,2011,churn,0.32797274396271714,GA,Southeast,NONE,NA
full-year,hunt,residency,resident,2012,churn,0.3362465816838261,GA,Southeast,NONE,NA
full-year,hunt,residency,resident,2013,churn,0.32786584063234353,GA,Southeast,NONE,NA
full-year,hunt,residency,resident,2014,churn,0.32658584464759466,GA,Southeast,NONE,NA
full-year,hunt,residency,resident,2015,churn,0.3112856333157995,GA,Southeast,NONE,NA
full-year,hunt,residency,resident,2016,churn,0.30278961253819797,GA,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2011,churn,0.6252518834528457,GA,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2012,churn,0.6198784589512307,GA,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2013,churn,0.6170565949302816,GA,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2014,churn,0.6111535672995905,GA,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2015,churn,0.6116903873963011,GA,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2016,churn,0.6117587061052018,GA,Southeast,NONE,NA
full-year,hunt,gender,male,2011,churn,0.368884483286029,GA,Southeast,NONE,NA
full-year,hunt,gender,male,2012,churn,0.37104564207367946,GA,Southeast,NONE,NA
full-year,hunt,gender,male,2013,churn,0.36211669178482453,GA,Southeast,NONE,NA
full-year,hunt,gender,male,2014,churn,0.3581424055959751,GA,Southeast,NONE,NA
full-year,hunt,gender,male,2015,churn,0.3465426727549015,GA,Southeast,NONE,NA
full-year,hunt,gender,male,2016,churn,0.3395818894548282,GA,Southeast,NONE,NA
full-year,hunt,gender,female,2011,churn,0.5922734722547413,GA,Southeast,NONE,NA
full-year,hunt,gender,female,2012,churn,0.5867462899416195,GA,Southeast,NONE,NA
full-year,hunt,gender,female,2013,churn,0.5780206694169183,GA,Southeast,NONE,NA
full-year,hunt,gender,female,2014,churn,0.5647215581769017,GA,Southeast,NONE,NA
full-year,hunt,gender,female,2015,churn,0.5440587199940081,GA,Southeast,NONE,NA
full-year,hunt,gender,female,2016,churn,0.5355929877525816,GA,Southeast,NONE,NA
full-year,hunt,age,18-24,2011,churn,0.4796981885440827,GA,Southeast,NONE,NA
full-year,hunt,age,18-24,2012,churn,0.47904535153896904,GA,Southeast,NONE,NA
full-year,hunt,age,18-24,2013,churn,0.47232885924846585,GA,Southeast,NONE,NA
full-year,hunt,age,18-24,2014,churn,0.4682385137624336,GA,Southeast,NONE,NA
full-year,hunt,age,18-24,2015,churn,0.4587774294670846,GA,Southeast,NONE,NA
full-year,hunt,age,18-24,2016,churn,0.444037926414511,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2011,churn,0.4310592020141973,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2012,churn,0.43577179464981386,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2013,churn,0.42544537122850373,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2014,churn,0.43224314394436425,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2015,churn,0.4247340728795061,GA,Southeast,NONE,NA
full-year,hunt,age,25-34,2016,churn,0.4128167391860763,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2011,churn,0.3619265149592533,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2012,churn,0.366924072414921,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2013,churn,0.36312849162011174,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2014,churn,0.3590354487040647,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2015,churn,0.35060446531433653,GA,Southeast,NONE,NA
full-year,hunt,age,35-44,2016,churn,0.34961432063348025,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2011,churn,0.339627423647193,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2012,churn,0.3395905381103887,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2013,churn,0.3313028292001397,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2014,churn,0.3289850461342666,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2015,churn,0.3184154409754497,GA,Southeast,NONE,NA
full-year,hunt,age,45-54,2016,churn,0.31649068197979424,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2011,churn,0.3707943973430699,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2012,churn,0.3702579365079365,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2013,churn,0.3532293106853644,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2014,churn,0.3317226696288068,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2015,churn,0.31047936581126856,GA,Southeast,NONE,NA
full-year,hunt,age,55-64,2016,churn,0.30922296788445774,GA,Southeast,NONE,NA
full-year,fish,all,all,2010,participants,527114,GA,Southeast,NONE,NA
full-year,fish,all,all,2011,participants,530911,GA,Southeast,NONE,NA
full-year,fish,all,all,2012,participants,529959,GA,Southeast,NONE,NA
full-year,fish,all,all,2013,participants,550371,GA,Southeast,NONE,NA
full-year,fish,all,all,2014,participants,572568,GA,Southeast,NONE,NA
full-year,fish,all,all,2015,participants,577500,GA,Southeast,NONE,NA
full-year,fish,all,all,2016,participants,609329,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2010,participants,460201,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2011,participants,464088,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2012,participants,462749,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2013,participants,482215,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2014,participants,502706,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2015,participants,504677,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2016,participants,534407,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2010,participants,66913,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2011,participants,66823,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2012,participants,67210,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2013,participants,68156,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2014,participants,69862,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2015,participants,72823,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2016,participants,74922,GA,Southeast,NONE,NA
full-year,fish,gender,male,2010,participants,424780,GA,Southeast,NONE,NA
full-year,fish,gender,male,2011,participants,428578,GA,Southeast,NONE,NA
full-year,fish,gender,male,2012,participants,426046,GA,Southeast,NONE,NA
full-year,fish,gender,male,2013,participants,441119,GA,Southeast,NONE,NA
full-year,fish,gender,male,2014,participants,455307,GA,Southeast,NONE,NA
full-year,fish,gender,male,2015,participants,459770,GA,Southeast,NONE,NA
full-year,fish,gender,male,2016,participants,482993,GA,Southeast,NONE,NA
full-year,fish,gender,female,2010,participants,102334,GA,Southeast,NONE,NA
full-year,fish,gender,female,2011,participants,102333,GA,Southeast,NONE,NA
full-year,fish,gender,female,2012,participants,103913,GA,Southeast,NONE,NA
full-year,fish,gender,female,2013,participants,109252,GA,Southeast,NONE,NA
full-year,fish,gender,female,2014,participants,117261,GA,Southeast,NONE,NA
full-year,fish,gender,female,2015,participants,117730,GA,Southeast,NONE,NA
full-year,fish,gender,female,2016,participants,126336,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2010,participants,61345,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2011,participants,62847,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2012,participants,65052,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2013,participants,69691,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2014,participants,73711,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2015,participants,72372,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2016,participants,77264,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2010,participants,105576,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2011,participants,106558,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2012,participants,106747,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2013,participants,111429,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2014,participants,116877,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2015,participants,117944,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2016,participants,125376,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2010,participants,127570,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2011,participants,125703,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2012,participants,123810,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2013,participants,124628,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2014,participants,128087,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2015,participants,126966,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2016,participants,132610,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2010,participants,133554,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2011,participants,134523,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2012,participants,132799,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2013,participants,136138,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2014,participants,140449,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2015,participants,142156,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2016,participants,148534,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2010,participants,99069,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2011,participants,101280,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2012,participants,101551,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2013,participants,108486,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2014,participants,113443,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2015,participants,118061,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2016,participants,125544,GA,Southeast,NONE,NA
full-year,fish,all,all,2015,participants - recruited,160129,GA,Southeast,NONE,NA
full-year,fish,all,all,2016,participants - recruited,168114,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2015,participants - recruited,122540,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2016,participants - recruited,129830,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2015,participants - recruited,37589,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2016,participants - recruited,38284,GA,Southeast,NONE,NA
full-year,fish,gender,male,2015,participants - recruited,113128,GA,Southeast,NONE,NA
full-year,fish,gender,male,2016,participants - recruited,118312,GA,Southeast,NONE,NA
full-year,fish,gender,female,2015,participants - recruited,47001,GA,Southeast,NONE,NA
full-year,fish,gender,female,2016,participants - recruited,49802,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2015,participants - recruited,29839,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2016,participants - recruited,31181,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2015,participants - recruited,39779,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2016,participants - recruited,41930,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2015,participants - recruited,34623,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2016,participants - recruited,36441,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2015,participants - recruited,32364,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2016,participants - recruited,33486,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2015,participants - recruited,23522,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2016,participants - recruited,25074,GA,Southeast,NONE,NA
full-year,fish,all,all,2011,churn,0.5288438554088868,GA,Southeast,NONE,NA
full-year,fish,all,all,2012,churn,0.5271618030140645,GA,Southeast,NONE,NA
full-year,fish,all,all,2013,churn,0.5081128917520035,GA,Southeast,NONE,NA
full-year,fish,all,all,2014,churn,0.49525138497486243,GA,Southeast,NONE,NA
full-year,fish,all,all,2015,churn,0.48822323287365005,GA,Southeast,NONE,NA
full-year,fish,all,all,2016,churn,0.45945108225108244,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2011,churn,0.5113157077016349,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2012,churn,0.5122756890934478,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2013,churn,0.48989625045110846,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2014,churn,0.4755451406530282,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2015,churn,0.46764112622487103,GA,Southeast,NONE,NA
full-year,fish,residency,resident,2016,churn,0.43427974724427687,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2011,churn,0.6493954836877737,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2012,churn,0.6305463687652455,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2013,churn,0.6335366760898676,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2014,churn,0.6346763307705852,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2015,churn,0.6363258996307005,GA,Southeast,NONE,NA
full-year,fish,residency,nonresident,2016,churn,0.633893138156901,GA,Southeast,NONE,NA
full-year,fish,gender,male,2011,churn,0.4974703406956562,GA,Southeast,NONE,NA
full-year,fish,gender,male,2012,churn,0.496718707719096,GA,Southeast,NONE,NA
full-year,fish,gender,male,2013,churn,0.4778354462690377,GA,Southeast,NONE,NA
full-year,fish,gender,male,2014,churn,0.4643619690679319,GA,Southeast,NONE,NA
full-year,fish,gender,male,2015,churn,0.4554127028353832,GA,Southeast,NONE,NA
full-year,fish,gender,male,2016,churn,0.4277600268420466,GA,Southeast,NONE,NA
full-year,fish,gender,female,2011,churn,0.660008487205045,GA,Southeast,NONE,NA
full-year,fish,gender,female,2012,churn,0.6545454545454545,GA,Southeast,NONE,NA
full-year,fish,gender,female,2013,churn,0.6337939455017636,GA,Southeast,NONE,NA
full-year,fish,gender,female,2014,churn,0.6219629008786633,GA,Southeast,NONE,NA
full-year,fish,gender,female,2015,churn,0.6173238082154142,GA,Southeast,NONE,NA
full-year,fish,gender,female,2016,churn,0.583539588061491,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2011,churn,0.6488385361480153,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2012,churn,0.6386665605855677,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2013,churn,0.6248020783692795,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2014,churn,0.6068732960252547,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2015,churn,0.6054620195634183,GA,Southeast,NONE,NA
full-year,fish,age,18-24,2016,churn,0.5695513396249879,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2011,churn,0.5880124270667576,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2012,churn,0.5896391534888086,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2013,churn,0.5698948906750604,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2014,churn,0.5615285206590803,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2015,churn,0.556419734072591,GA,Southeast,NONE,NA
full-year,fish,age,25-34,2016,churn,0.5275260083260558,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2011,churn,0.5202633848083404,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2012,churn,0.5209307875894988,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2013,churn,0.5067927759110882,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2014,churn,0.4932237797588003,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2015,churn,0.4875432336844078,GA,Southeast,NONE,NA
full-year,fish,age,35-44,2016,churn,0.4599062733824282,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2011,churn,0.4779489944142445,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2012,churn,0.47733422539399345,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2013,churn,0.45971671046785695,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2014,churn,0.4461167794207306,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2015,churn,0.4386913026451636,GA,Southeast,NONE,NA
full-year,fish,age,45-54,2016,churn,0.41218388378882215,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2011,churn,0.47114637273011734,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2012,churn,0.46614269634076505,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2013,churn,0.43331363860167404,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2014,churn,0.4194589113702355,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2015,churn,0.4038346262341326,GA,Southeast,NONE,NA
full-year,fish,age,55-64,2016,churn,0.3803828561748264,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2010,participants,597708,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2011,participants,597469,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2012,participants,595600,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2013,participants,613897,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2014,participants,631076,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2015,participants,632099,GA,Southeast,NONE,NA
full-year,all_sports,all,all,2016,participants,654029,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2010,participants,525080,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2011,participants,530013,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2012,participants,528313,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2013,participants,545701,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2014,participants,561025,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2015,participants,558730,GA,Southeast,NONE,NA
full-year,all_sports,residency,resident,2016,participants,578918,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2010,participants,72628,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2011,participants,67456,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2012,participants,67287,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2013,participants,68196,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2014,participants,70051,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2015,participants,73369,GA,Southeast,NONE,NA
full-year,all_sports,residency,nonresident,2016,participants,75111,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2010,participants,490227,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2011,participants,489611,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2012,participants,485983,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2013,participants,498666,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2014,participants,508178,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2015,participants,508675,GA,Southeast,NONE,NA
full-year,all_sports,gender,male,2016,participants,522794,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2010,participants,107481,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2011,participants,107858,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2012,participants,109617,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2013,participants,115231,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2014,participants,122898,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2015,participants,123424,GA,Southeast,NONE,NA
full-year,all_sports,gender,female,2016,participants,131235,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2010,participants,71970,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2011,participants,73204,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2012,participants,75352,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2013,participants,79797,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2014,participants,82683,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2015,participants,80845,GA,Southeast,NONE,NA
full-year,all_sports,age,18-24,2016,participants,84127,GA,Southeast,NONE,NA
full-year,all_sports,age,25-34,2010,participants,120957,GA,Southeast,NONE,NA
full-year,all_sports,age,25-34,2011,participants,121415,GA,Southeast,NONE,NA
full-year,all_sports,age,25-34,2012,participants,121689,GA,Southeast,NONE,NA
full-year,all_sports,age,25-34,2013,participants,126222,GA,Southeast,NONE,NA
full-year,all_sports,age,25-34,2014,participants,130437,GA,Southeast,NONE,NA
full-year,all_sports,age,25-34,2015,participants,130415,GA,Southeast,NONE,NA
