timeframe,group,segment,year,category,metric,value
full-year,fish,age,2010,18-24,participants,55363
full-year,fish,age,2011,18-24,participants,54387
full-year,fish,age,2012,18-24,participants,54118
full-year,fish,age,2013,18-24,participants,55843
full-year,fish,age,2014,18-24,participants,57289
full-year,fish,age,2015,18-24,participants,55612
full-year,fish,age,2016,18-24,participants,55461
full-year,fish,age,2017,18-24,participants,51894
full-year,fish,age,2018,18-24,participants,50206
full-year,fish,age,2009,25-34,participants,116448
full-year,fish,age,2010,25-34,participants,105874
full-year,fish,age,2011,25-34,participants,105638
full-year,fish,age,2012,25-34,participants,105962
full-year,fish,age,2013,25-34,participants,106764
full-year,fish,age,2014,25-34,participants,108890
full-year,fish,age,2015,25-34,participants,108567
full-year,fish,age,2016,25-34,participants,110145
full-year,fish,age,2017,25-34,participants,104517
full-year,fish,age,2018,25-34,participants,101980
full-year,fish,age,2009,35-44,participants,121702
full-year,fish,age,2010,35-44,participants,110414
full-year,fish,age,2011,35-44,participants,108829
full-year,fish,age,2012,35-44,participants,109129
full-year,fish,age,2013,35-44,participants,109803
full-year,fish,age,2014,35-44,participants,109886
full-year,fish,age,2015,35-44,participants,108675
full-year,fish,age,2016,35-44,participants,111384
full-year,fish,age,2017,35-44,participants,107141
full-year,fish,age,2018,35-44,participants,108450
full-year,fish,age,2009,45-54,participants,137214
full-year,fish,age,2010,45-54,participants,125334
full-year,fish,age,2011,45-54,participants,120940
full-year,fish,age,2012,45-54,participants,119248
full-year,fish,age,2013,45-54,participants,116669
full-year,fish,age,2014,45-54,participants,115693
full-year,fish,age,2015,45-54,participants,113469
full-year,fish,age,2016,45-54,participants,113269
full-year,fish,age,2017,45-54,participants,106096
full-year,fish,age,2018,45-54,participants,104038
full-year,fish,age,2009,55-64,participants,118230
full-year,fish,age,2010,55-64,participants,113482
full-year,fish,age,2011,55-64,participants,115617
full-year,fish,age,2012,55-64,participants,117338
full-year,fish,age,2013,55-64,participants,117189
full-year,fish,age,2014,55-64,participants,117608
full-year,fish,age,2015,55-64,participants,116195
full-year,fish,age,2016,55-64,participants,118231
full-year,fish,age,2017,55-64,participants,112276
full-year,fish,age,2018,55-64,participants,111942
full-year,fish,All,2010,All,churn,41.603865773737525
full-year,fish,All,2011,All,churn,39.57768082951491
full-year,fish,All,2012,All,churn,39.11410713261081
full-year,fish,All,2013,All,churn,39.57374034935104
full-year,fish,All,2014,All,churn,39.862483901806975
full-year,fish,All,2015,All,churn,41.119744937824706
full-year,fish,All,2016,All,churn,40.705407567490184
full-year,fish,All,2017,All,churn,43.33457885110813
full-year,fish,All,2018,All,churn,41.79538682447849
full-year,fish,Residency,2010,Resident,churn,35.097673788554474
full-year,fish,Residency,2011,Resident,churn,33.122664542646305
full-year,fish,Residency,2012,Resident,churn,32.77324741801264
full-year,fish,Residency,2013,Resident,churn,33.004763307445316
full-year,fish,Residency,2014,Resident,churn,33.187951772601195
full-year,fish,Residency,2015,Resident,churn,34.496196309631415
full-year,fish,Residency,2016,Resident,churn,33.528301979492646
full-year,fish,Residency,2017,Resident,churn,35.992998696409956
full-year,fish,Residency,2018,Resident,churn,34.178744583614595
full-year,fish,Residency,2010,Nonresident,churn,71.37657974724043
full-year,fish,Residency,2011,Nonresident,churn,70.83667162641639
full-year,fish,Residency,2012,Nonresident,churn,70.13594179918854
full-year,fish,Residency,2013,Nonresident,churn,70.66350818334315
full-year,fish,Residency,2014,Nonresident,churn,71.26373316806581
full-year,fish,Residency,2015,Nonresident,churn,71.53490618858895
full-year,fish,Residency,2016,Nonresident,churn,71.31765889231157
full-year,fish,Residency,2017,Nonresident,churn,73.7579540511285
full-year,fish,Residency,2018,Nonresident,churn,73.33141327189136
full-year,fish,gender,2010,Male,churn,38.157841997675256
full-year,fish,gender,2011,Male,churn,36.51393722009654
full-year,fish,gender,2012,Male,churn,36.03698619867799
full-year,fish,gender,2013,Male,churn,36.52826797767545
full-year,fish,gender,2014,Male,churn,36.77231243952821
full-year,fish,gender,2015,Male,churn,37.880333563521425
full-year,fish,gender,2016,Male,churn,37.65448637177536
full-year,fish,gender,2017,Male,churn,40.02211706207287
full-year,fish,gender,2018,Male,churn,38.866419161544066
full-year,fish,gender,2010,Female,churn,52.533750880294896
full-year,fish,gender,2011,Female,churn,49.76236951540354
full-year,fish,gender,2012,Female,churn,49.15357221218924
full-year,fish,gender,2013,Female,churn,49.28315709218683
full-year,fish,gender,2014,Female,churn,49.40210716825028
full-year,fish,gender,2015,Female,churn,50.86344701593028
full-year,fish,gender,2016,Female,churn,49.86850074914725
full-year,fish,gender,2017,Female,churn,53.022559177308025
full-year,fish,gender,2018,Female,churn,50.5877368600314
full-year,fish,age,2010,18-24,churn,53.62361784750706
full-year,fish,age,2011,18-24,churn,51.08104690858516
full-year,fish,age,2012,18-24,churn,51.14825233971353
full-year,fish,age,2013,18-24,churn,50.81488598987398
full-year,fish,age,2014,18-24,churn,50.58288415736977
full-year,fish,age,2015,18-24,churn,51.844158564471364
full-year,fish,age,2016,18-24,churn,51.249730274041575
full-year,fish,age,2017,18-24,churn,53.39788319720164
full-year,fish,age,2018,18-24,churn,52.41261032103905
full-year,fish,age,2010,25-34,churn,46.29104836493541
full-year,fish,age,2011,25-34,churn,44.06464287738255
full-year,fish,age,2012,25-34,churn,43.89329597304001
full-year,fish,age,2013,25-34,churn,44.399879201978074
full-year,fish,age,2014,25-34,churn,44.32018283316473
full-year,fish,age,2015,25-34,churn,45.69198273487004
full-year,fish,age,2016,25-34,churn,45.46317020825849
full-year,fish,age,2017,25-34,churn,47.809705388351716
full-year,fish,age,2018,25-34,churn,46.699579972636016
full-year,fish,age,2010,35-44,churn,41.639414307077935
full-year,fish,age,2011,35-44,churn,39.686996214248204
full-year,fish,age,2012,35-44,churn,39.48120445837047
full-year,fish,age,2013,35-44,churn,39.88490685335705
full-year,fish,age,2014,35-44,churn,40.36501734925274
full-year,fish,age,2015,35-44,churn,41.49027173616293
full-year,fish,age,2016,35-44,churn,40.5419829767656
full-year,fish,age,2017,35-44,churn,43.53856927386341
full-year,fish,age,2018,35-44,churn,42.01566160480114
full-year,fish,age,2010,45-54,churn,38.04422289270773
full-year,fish,age,2011,45-54,churn,36.95485662310306
full-year,fish,age,2012,45-54,churn,36.26922440879776
full-year,fish,age,2013,45-54,churn,36.61277337984703
full-year,fish,age,2014,45-54,churn,36.951546683352056
full-year,fish,age,2015,45-54,churn,38.227896242642174
full-year,fish,age,2016,45-54,churn,38.00068741242101
full-year,fish,age,2017,45-54,churn,40.45502299834908
full-year,fish,age,2018,45-54,churn,38.795996079022764
full-year,fish,age,2010,55-64,churn,34.5631396430686
full-year,fish,age,2011,55-64,churn,32.569922983380614
full-year,fish,age,2012,55-64,churn,31.716789053512905
full-year,fish,age,2013,55-64,churn,32.750686052259276
full-year,fish,age,2014,55-64,churn,33.12000273063171
full-year,fish,age,2015,55-64,churn,34.1609414325556
full-year,fish,age,2016,55-64,churn,34.00748741339989
full-year,fish,age,2017,55-64,churn,37.011443699199035
full-year,fish,age,2018,55-64,churn,34.94691652712959
full-year,fish,All,2010,All,recruits,106951
full-year,fish,All,2011,All,recruits,109111
full-year,fish,All,2012,All,recruits,111827
full-year,fish,All,2013,All,recruits,115131
full-year,fish,All,2014,All,recruits,119137
full-year,fish,All,2015,All,recruits,122351
full-year,fish,All,2016,All,recruits,125158
full-year,fish,All,2017,All,recruits,117122
full-year,fish,All,2018,All,recruits,113544
full-year,fish,Residency,2010,Resident,recruits,60587
full-year,fish,Residency,2011,Resident,recruits,62476
full-year,fish,Residency,2012,Resident,recruits,63418
full-year,fish,Residency,2013,Resident,recruits,65355
full-year,fish,Residency,2014,Resident,recruits,67050
full-year,fish,Residency,2015,Resident,recruits,65767
full-year,fish,Residency,2016,Resident,recruits,67145
full-year,fish,Residency,2017,Resident,recruits,61895
full-year,fish,Residency,2018,Resident,recruits,61155
full-year,fish,Residency,2010,Nonresident,recruits,46364
full-year,fish,Residency,2011,Nonresident,recruits,46635
full-year,fish,Residency,2012,Nonresident,recruits,48409
full-year,fish,Residency,2013,Nonresident,recruits,49776
full-year,fish,Residency,2014,Nonresident,recruits,52087
full-year,fish,Residency,2015,Nonresident,recruits,56584
full-year,fish,Residency,2016,Nonresident,recruits,58013
full-year,fish,Residency,2017,Nonresident,recruits,55227
full-year,fish,Residency,2018,Nonresident,recruits,52389
full-year,fish,gender,2010,Male,recruits,72803
full-year,fish,gender,2011,Male,recruits,73452
full-year,fish,gender,2012,Male,recruits,75051
full-year,fish,gender,2013,Male,recruits,76466
full-year,fish,gender,2014,Male,recruits,78858
full-year,fish,gender,2015,Male,recruits,81736
full-year,fish,gender,2016,Male,recruits,83307
full-year,fish,gender,2017,Male,recruits,79376
full-year,fish,gender,2018,Male,recruits,76628
full-year,fish,gender,2010,Female,recruits,34148
full-year,fish,gender,2011,Female,recruits,35659
full-year,fish,gender,2012,Female,recruits,36776
full-year,fish,gender,2013,Female,recruits,38665
full-year,fish,gender,2014,Female,recruits,40279
full-year,fish,gender,2015,Female,recruits,40615
full-year,fish,gender,2016,Female,recruits,41851
full-year,fish,gender,2017,Female,recruits,37746
full-year,fish,gender,2018,Female,recruits,36916
full-year,fish,age,2010,18-24,recruits,15947
full-year,fish,age,2011,18-24,recruits,16145
full-year,fish,age,2012,18-24,recruits,16608
full-year,fish,age,2013,18-24,recruits,17719
full-year,fish,age,2014,18-24,recruits,18238
full-year,fish,age,2015,18-24,recruits,17934
full-year,fish,age,2016,18-24,recruits,17701
full-year,fish,age,2017,18-24,recruits,16102
full-year,fish,age,2018,18-24,recruits,15293
full-year,fish,age,2010,25-34,recruits,27109
full-year,fish,age,2011,25-34,recruits,27591
full-year,fish,age,2012,25-34,recruits,28524
full-year,fish,age,2013,25-34,recruits,29640
full-year,fish,age,2014,25-34,recruits,31116
full-year,fish,age,2015,25-34,recruits,32330
full-year,fish,age,2016,25-34,recruits,33075
full-year,fish,age,2017,25-34,recruits,31226
full-year,fish,age,2018,25-34,recruits,29517
full-year,fish,age,2010,35-44,recruits,22684
full-year,fish,age,2011,35-44,recruits,23288
full-year,fish,age,2012,35-44,recruits,23711
full-year,fish,age,2013,35-44,recruits,24618
full-year,fish,age,2014,35-44,recruits,25463
full-year,fish,age,2015,35-44,recruits,26125
full-year,fish,age,2016,35-44,recruits,27267
full-year,fish,age,2017,35-44,recruits,26069
full-year,fish,age,2018,35-44,recruits,26055
full-year,fish,age,2010,45-54,recruits,22556
full-year,fish,age,2011,45-54,recruits,22451
full-year,fish,age,2012,45-54,recruits,22403
full-year,fish,age,2013,45-54,recruits,22571
full-year,fish,age,2014,45-54,recruits,23131
full-year,fish,age,2015,45-54,recruits,24084
full-year,fish,age,2016,45-54,recruits,24296
full-year,fish,age,2017,45-54,recruits,22224
full-year,fish,age,2018,45-54,recruits,21718
full-year,fish,age,2010,55-64,recruits,18655
full-year,fish,age,2011,55-64,recruits,19636
full-year,fish,age,2012,55-64,recruits,20581
full-year,fish,age,2013,55-64,recruits,20583
full-year,fish,age,2014,55-64,recruits,21189
full-year,fish,age,2015,55-64,recruits,21878
full-year,fish,age,2016,55-64,recruits,22819
full-year,fish,age,2017,55-64,recruits,21501
full-year,fish,age,2018,55-64,recruits,20961
full-year,hunt,All,2009,All,participants,234730
full-year,hunt,All,2010,All,participants,217563
full-year,hunt,All,2011,All,participants,213438
full-year,hunt,All,2012,All,participants,209953
full-year,hunt,All,2013,All,participants,212009
full-year,hunt,All,2014,All,participants,211600
full-year,hunt,All,2015,All,participants,211673
full-year,hunt,All,2016,All,participants,211263
full-year,hunt,All,2017,All,participants,205707
full-year,hunt,All,2018,All,participants,201986
full-year,hunt,Residency,2009,Resident,participants,215706
full-year,hunt,Residency,2010,Resident,participants,203773
full-year,hunt,Residency,2011,Resident,participants,199888
full-year,hunt,Residency,2012,Resident,participants,196702
full-year,hunt,Residency,2013,Resident,participants,198663
full-year,hunt,Residency,2014,Resident,participants,197963
full-year,hunt,Residency,2015,Resident,participants,197603
full-year,hunt,Residency,2016,Resident,participants,197118
full-year,hunt,Residency,2017,Resident,participants,191683
full-year,hunt,Residency,2018,Resident,participants,188444
full-year,hunt,Residency,2009,Nonresident,participants,19024
full-year,hunt,Residency,2010,Nonresident,participants,13790
full-year,hunt,Residency,2011,Nonresident,participants,13550
full-year,hunt,Residency,2012,Nonresident,participants,13251
full-year,hunt,Residency,2013,Nonresident,participants,13346
full-year,hunt,Residency,2014,Nonresident,participants,13637
full-year,hunt,Residency,2015,Nonresident,participants,14070
full-year,hunt,Residency,2016,Nonresident,participants,14145
full-year,hunt,Residency,2017,Nonresident,participants,14024
full-year,hunt,Residency,2018,Nonresident,participants,13542
full-year,hunt,gender,2009,Male,participants,201761
full-year,hunt,gender,2010,Male,participants,187413
full-year,hunt,gender,2011,Male,participants,183293
full-year,hunt,gender,2012,Male,participants,179381
full-year,hunt,gender,2013,Male,participants,179460
full-year,hunt,gender,2014,Male,participants,177483
full-year,hunt,gender,2015,Male,participants,176159
full-year,hunt,gender,2016,Male,participants,174612
full-year,hunt,gender,2017,Male,participants,169553
full-year,hunt,gender,2018,Male,participants,166349
full-year,hunt,gender,2009,Female,participants,32969
full-year,hunt,gender,2010,Female,participants,30150
full-year,hunt,gender,2011,Female,participants,30145
full-year,hunt,gender,2012,Female,participants,30572
full-year,hunt,gender,2013,Female,participants,32549
full-year,hunt,gender,2014,Female,participants,34117
full-year,hunt,gender,2015,Female,participants,35514
full-year,hunt,gender,2016,Female,participants,36651
full-year,hunt,gender,2017,Female,participants,36154
full-year,hunt,gender,2018,Female,participants,35637
full-year,hunt,age,2009,18-24,participants,25766
full-year,hunt,age,2010,18-24,participants,23512
full-year,hunt,age,2011,18-24,participants,22587
full-year,hunt,age,2012,18-24,participants,22512
full-year,hunt,age,2013,18-24,participants,23519
full-year,hunt,age,2014,18-24,participants,23566
full-year,hunt,age,2015,18-24,participants,23524
full-year,hunt,age,2016,18-24,participants,23605
full-year,hunt,age,2017,18-24,participants,22688
full-year,hunt,age,2018,18-24,participants,21841
full-year,hunt,age,2009,25-34,participants,47127
full-year,hunt,age,2010,25-34,participants,43751
full-year,hunt,age,2011,25-34,participants,43306
full-year,hunt,age,2012,25-34,participants,43046
full-year,hunt,age,2013,25-34,participants,44170
full-year,hunt,age,2014,25-34,participants,44863
full-year,hunt,age,2015,25-34,participants,45500
full-year,hunt,age,2016,25-34,participants,45434
full-year,hunt,age,2017,25-34,participants,44595
full-year,hunt,age,2018,25-34,participants,43481
full-year,hunt,age,2009,35-44,participants,51685
full-year,hunt,age,2010,35-44,participants,47095
full-year,hunt,age,2011,35-44,participants,45857
full-year,hunt,age,2012,35-44,participants,45095
full-year,hunt,age,2013,35-44,participants,45924
full-year,hunt,age,2014,35-44,participants,45990
full-year,hunt,age,2015,35-44,participants,46424
full-year,hunt,age,2016,35-44,participants,46611
full-year,hunt,age,2017,35-44,participants,45984
full-year,hunt,age,2018,35-44,participants,46293
full-year,hunt,age,2009,45-54,participants,58668
full-year,hunt,age,2010,45-54,participants,53510
full-year,hunt,age,2011,45-54,participants,51555
full-year,hunt,age,2012,45-54,participants,49804
full-year,hunt,age,2013,45-54,participants,48934
full-year,hunt,age,2014,45-54,participants,48210
full-year,hunt,age,2015,45-54,participants,47663
full-year,hunt,age,2016,45-54,participants,47354
full-year,hunt,age,2017,45-54,participants,45416
full-year,hunt,age,2018,45-54,participants,44406
full-year,hunt,age,2009,55-64,participants,51484
full-year,hunt,age,2010,55-64,participants,49695
full-year,hunt,age,2011,55-64,participants,50133
full-year,hunt,age,2012,55-64,participants,49496
full-year,hunt,age,2013,55-64,participants,49462
full-year,hunt,age,2014,55-64,participants,48971
full-year,hunt,age,2015,55-64,participants,48562
full-year,hunt,age,2016,55-64,participants,48259
full-year,hunt,age,2017,55-64,participants,47024
full-year,hunt,age,2018,55-64,participants,45965
full-year,hunt,All,2010,All,churn,22.67371022025305
full-year,hunt,All,2011,All,churn,20.501188161589972
full-year,hunt,All,2012,All,churn,20.14777124973059
full-year,hunt,All,2013,All,churn,19.28574490481204
full-year,hunt,All,2014,All,churn,20.001037691796103
full-year,hunt,All,2015,All,churn,19.885160680529303
full-year,hunt,All,2016,All,churn,19.934994071043537
full-year,hunt,All,2017,All,churn,20.966283731652005
full-year,hunt,All,2018,All,churn,20.715386447714483
full-year,hunt,Residency,2010,Resident,churn,20.439857954808858
full-year,hunt,Residency,2011,Resident,churn,19.284203500954504
full-year,hunt,Residency,2012,Resident,churn,18.968122148403115
full-year,hunt,Residency,2013,Resident,churn,18.108610995312702
full-year,hunt,Residency,2014,Resident,churn,18.861589727327193
full-year,hunt,Residency,2015,Resident,churn,18.708546546576894
full-year,hunt,Residency,2016,Resident,churn,18.734533382590346
full-year,hunt,Residency,2017,Resident,churn,19.71773109371592
full-year,hunt,Residency,2018,Resident,churn,19.412780476098547
full-year,hunt,Residency,2010,Nonresident,churn,48.00252312867956
full-year,hunt,Residency,2011,Nonresident,churn,38.484408992023205
full-year,hunt,Residency,2012,Nonresident,churn,37.549815498154985
full-year,hunt,Residency,2013,Nonresident,churn,36.75948984982265
full-year,hunt,Residency,2014,Nonresident,churn,36.96238573355312
full-year,hunt,Residency,2015,Nonresident,churn,36.965608271613995
full-year,hunt,Residency,2016,Nonresident,churn,36.79459843638948
full-year,hunt,Residency,2017,Nonresident,churn,38.359844468009896
full-year,hunt,Residency,2018,Nonresident,churn,38.51968054763263
full-year,hunt,gender,2010,Male,churn,21.434696618965717
full-year,hunt,gender,2011,Male,churn,19.39775237729325
full-year,hunt,gender,2012,Male,churn,19.050399122639515
full-year,hunt,gender,2013,Male,churn,18.282225691347
full-year,hunt,gender,2014,Male,churn,18.91506305764075
full-year,hunt,gender,2015,Male,churn,18.831988459631248
full-year,hunt,gender,2016,Male,churn,18.87596943236399
full-year,hunt,gender,2017,Male,churn,19.866999644874166
full-year,hunt,gender,2018,Male,churn,19.616471323828687
full-year,hunt,gender,2010,Female,churn,30.249347812898137
full-year,hunt,gender,2011,Female,churn,27.358365397372964
full-year,hunt,gender,2012,Female,churn,26.82635525180811
full-year,hunt,gender,2013,Female,churn,25.16601786123197
full-year,hunt,gender,2014,Female,churn,25.98555845752036
full-year,hunt,gender,2015,Female,churn,25.371559229619205
full-year,hunt,gender,2016,Female,churn,25.182348137092003
full-year,hunt,gender,2017,Female,churn,26.202041150466627
full-year,hunt,gender,2018,Female,churn,25.87900080223519
full-year,hunt,age,2010,18-24,churn,30.707133431654114
full-year,hunt,age,2011,18-24,churn,29.55937393671317
full-year,hunt,age,2012,18-24,churn,29.091955549652454
full-year,hunt,age,2013,18-24,churn,27.665245202558637
full-year,hunt,age,2014,18-24,churn,29.172158680215993
full-year,hunt,age,2015,18-24,churn,28.37986930323347
full-year,hunt,age,2016,18-24,churn,27.82690018704302
full-year,hunt,age,2017,18-24,churn,29.65897055708536
full-year,hunt,age,2018,18-24,churn,29.91008462623413
full-year,hunt,age,2010,25-34,churn,25.444012986186266
full-year,hunt,age,2011,25-34,churn,23.27946789787662
full-year,hunt,age,2012,25-34,churn,23.24158315245001
full-year,hunt,age,2013,25-34,churn,22.503833108767363
full-year,hunt,age,2014,25-34,churn,22.8254471360652
full-year,hunt,age,2015,25-34,churn,23.070236051980473
full-year,hunt,age,2016,25-34,churn,22.997802197802198
full-year,hunt,age,2017,25-34,churn,23.16547079279834
full-year,hunt,age,2018,25-34,churn,23.888328287924658
full-year,hunt,age,2010,35-44,churn,22.772564573860883
full-year,hunt,age,2011,35-44,churn,20.12740205966663
full-year,hunt,age,2012,35-44,churn,19.66984320823429
full-year,hunt,age,2013,35-44,churn,18.738219314779908
full-year,hunt,age,2014,35-44,churn,19.29056702377842
full-year,hunt,age,2015,35-44,churn,19.067188519243313
full-year,hunt,age,2016,35-44,churn,19.18619679476133
full-year,hunt,age,2017,35-44,churn,20.364291690802595
full-year,hunt,age,2018,35-44,churn,19.554627696590117
full-year,hunt,age,2010,45-54,churn,20.612599713642872
full-year,hunt,age,2011,45-54,churn,18.42272472435059
full-year,hunt,age,2012,45-54,churn,18.23489477257298
full-year,hunt,age,2013,45-54,churn,17.20745321660911
full-year,hunt,age,2014,45-54,churn,17.81174643397229
full-year,hunt,age,2015,45-54,churn,17.78676623107239
full-year,hunt,age,2016,45-54,churn,17.762205484337954
full-year,hunt,age,2017,45-54,churn,19.187397051991383
full-year,hunt,age,2018,45-54,churn,18.262286418883214
full-year,hunt,age,2010,55-64,churn,18.366871260974282
full-year,hunt,age,2011,55-64,churn,16.36180702283932
full-year,hunt,age,2012,55-64,churn,15.849839427123852
full-year,hunt,age,2013,55-64,churn,15.265880071116861
full-year,hunt,age,2014,55-64,churn,15.943552626258544
full-year,hunt,age,2015,55-64,churn,15.71338138898532
full-year,hunt,age,2016,55-64,churn,16.09077056134426
full-year,hunt,age,2017,55-64,churn,16.970927702604694
full-year,hunt,age,2018,55-64,churn,16.774413065668593
full-year,hunt,All,2010,All,recruits,19728
full-year,hunt,All,2011,All,recruits,20625
full-year,hunt,All,2012,All,recruits,21189
full-year,hunt,All,2013,All,recruits,23211
full-year,hunt,All,2014,All,recruits,23942
full-year,hunt,All,2015,All,recruits,24515
full-year,hunt,All,2016,All,recruits,24424
full-year,hunt,All,2017,All,recruits,22399
full-year,hunt,All,2018,All,recruits,21364
full-year,hunt,Residency,2010,Resident,recruits,17027
full-year,hunt,Residency,2011,Resident,recruits,17585
full-year,hunt,Residency,2012,Resident,recruits,18059
full-year,hunt,Residency,2013,Resident,recruits,19906
full-year,hunt,Residency,2014,Resident,recruits,20354
full-year,hunt,Residency,2015,Resident,recruits,20579
full-year,hunt,Residency,2016,Resident,recruits,20566
full-year,hunt,Residency,2017,Resident,recruits,18548
full-year,hunt,Residency,2018,Resident,recruits,17660
full-year,hunt,Residency,2010,Nonresident,recruits,2701
full-year,hunt,Residency,2011,Nonresident,recruits,3040
full-year,hunt,Residency,2012,Nonresident,recruits,3130
full-year,hunt,Residency,2013,Nonresident,recruits,3305
full-year,hunt,Residency,2014,Nonresident,recruits,3588
full-year,hunt,Residency,2015,Nonresident,recruits,3936
full-year,hunt,Residency,2016,Nonresident,recruits,3858
full-year,hunt,Residency,2017,Nonresident,recruits,3851
full-year,hunt,Residency,2018,Nonresident,recruits,3704
full-year,hunt,gender,2010,Male,recruits,15208
full-year,hunt,gender,2011,Male,recruits,15734
full-year,hunt,gender,2012,Male,recruits,15980
full-year,hunt,gender,2013,Male,recruits,17220
full-year,hunt,gender,2014,Male,recruits,17595
full-year,hunt,gender,2015,Male,recruits,18002
full-year,hunt,gender,2016,Male,recruits,17980
full-year,hunt,gender,2017,Male,recruits,16795
full-year,hunt,gender,2018,Male,recruits,16254
full-year,hunt,gender,2010,Female,recruits,4520
full-year,hunt,gender,2011,Female,recruits,4891
full-year,hunt,gender,2012,Female,recruits,5209
full-year,hunt,gender,2013,Female,recruits,5991
full-year,hunt,gender,2014,Female,recruits,6347
full-year,hunt,gender,2015,Female,recruits,6513
full-year,hunt,gender,2016,Female,recruits,6444
full-year,hunt,gender,2017,Female,recruits,5604
full-year,hunt,gender,2018,Female,recruits,5110
full-year,hunt,age,2010,18-24,recruits,3704
full-year,hunt,age,2011,18-24,recruits,3670
full-year,hunt,age,2012,18-24,recruits,3921
full-year,hunt,age,2013,18-24,recruits,4477
full-year,hunt,age,2014,18-24,recruits,4509
full-year,hunt,age,2015,18-24,recruits,4349
full-year,hunt,age,2016,18-24,recruits,4433
full-year,hunt,age,2017,18-24,recruits,3586
full-year,hunt,age,2018,18-24,recruits,3081
full-year,hunt,age,2010,25-34,recruits,5246
full-year,hunt,age,2011,25-34,recruits,5575
full-year,hunt,age,2012,25-34,recruits,6030
full-year,hunt,age,2013,25-34,recruits,6667
full-year,hunt,age,2014,25-34,recruits,6903
full-year,hunt,age,2015,25-34,recruits,7149
full-year,hunt,age,2016,25-34,recruits,6782
full-year,hunt,age,2017,25-34,recruits,6557
full-year,hunt,age,2018,25-34,recruits,6318
full-year,hunt,age,2010,35-44,recruits,3882
full-year,hunt,age,2011,35-44,recruits,4094
full-year,hunt,age,2012,35-44,recruits,4065
full-year,hunt,age,2013,35-44,recruits,4648
full-year,hunt,age,2014,35-44,recruits,4840
full-year,hunt,age,2015,35-44,recruits,5087
full-year,hunt,age,2016,35-44,recruits,5191
full-year,hunt,age,2017,35-44,recruits,4742
full-year,hunt,age,2018,35-44,recruits,4848
full-year,hunt,age,2010,45-54,recruits,3510
full-year,hunt,age,2011,45-54,recruits,3651
full-year,hunt,age,2012,45-54,recruits,3612
full-year,hunt,age,2013,45-54,recruits,3821
full-year,hunt,age,2014,45-54,recruits,3944
full-year,hunt,age,2015,45-54,recruits,4218
full-year,hunt,age,2016,45-54,recruits,4256
full-year,hunt,age,2017,45-54,recruits,3895
full-year,hunt,age,2018,45-54,recruits,3673
full-year,hunt,age,2010,55-64,recruits,3386
full-year,hunt,age,2011,55-64,recruits,3635
full-year,hunt,age,2012,55-64,recruits,3561
full-year,hunt,age,2013,55-64,recruits,3598
full-year,hunt,age,2014,55-64,recruits,3746
full-year,hunt,age,2015,55-64,recruits,3712
full-year,hunt,age,2016,55-64,recruits,3762
full-year,hunt,age,2017,55-64,recruits,3619
full-year,hunt,age,2018,55-64,recruits,3444
full-year,all_sports,All,2009,All,participants,622424
full-year,all_sports,All,2010,All,participants,571559
